id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1131134627787026546,https://www.nocarz.pl/rooms/1131134627787026546,20241229042300,,city scrape,Entire Flat Genève,"Peaceful Apartment in a charming area in Geneva, close to the Old Town, Lake, Carouge, Eaux-Vives, Plainpalais, Hospital and Champel Train Station.",,https://a0.muscache.com/pictures/hosting/Hosting-1131134627787026546/original/22ad5aa0-03a5-459a-b798-fe511f585fe2.jpeg,152048915,https://www.nocarz.pl/users/show/152048915,Dale,2017-09-25,"Geneva, Switzerland","",N/A,N/A,50%,f,https://a0.muscache.com/im/pictures/user/ca01efd3-d1ab-4c19-907f-5f2f7a0b4e9f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ca01efd3-d1ab-4c19-907f-5f2f7a0b4e9f.jpg?aki_policy=profile_x_medium,,1,2,,t,t,,Commune de Genève,,46.19014,6.15518,Entire rental unit,Entire home/apt,,1.0,1 bath,1,1,"[""Hair dryer"", ""Bathtub"", ""Freezer"", ""Stove"", ""Washer"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Bed linens"", ""Hangers"", ""Clothing storage"", ""Smoke alarm"", ""Oven"", ""Toaster"", ""Body soap"", ""Host greets you"", ""Fire extinguisher"", ""Refrigerator"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""TV"", ""Wifi""]",,,365,3,3,365,365,3.0,,,t,27,57,87,87,2024-12-29,0,,0,,,,,,,,,,,f,1,1,0,0,
609368262871532440,,20241229042300,2024-12-29,,Apartment close to city center,One bedroom apartment ( 54sq.m) close to city center. Consist of:  <br />-   bedroom (queen size bed)<br />-   sitting room (sofa-bed)<br />-   fully fitted kitchen<br />-   bathroom (with bathtub),,https://a0.muscache.com/pictures/miso/Hosting-609368262871532440/original/5c7d930a-90c0-4bff-940c-5e0c58955e7d.jpeg,,https://www.nocarz.pl/users/show/455201840,Dumitru,2022-04-20,"Geneva, Switzerland","",N/A,N/A,29%,,https://a0.muscache.com/im/pictures/user/24cc0c6a-deb2-47ce-8c1e-a65c91f7d56d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/24cc0c6a-deb2-47ce-8c1e-a65c91f7d56d.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",,t,,Commune de Genève,,,6.136284,,Entire home/apt,4,1.0,1 bath,1,2,,$149.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,30,60,,365,,,,0,2022-05-14,2022-06-01,,,4.33,3.67,4.0,5.0,4.33,,f,3,3,,0,0.09
1245097388088236480,https://www.nocarz.pl/rooms/1245097388088236480,20241229042300,2024-12-29,city scrape,Brand new Geneva apartment,"Enjoy a stylish experience at this centrally-located apartment. 10 mins from Geneva lake:<br />10 mins from Nations/UN HQ.  <br />10 mins from the train station. Plenty of parks around. <br />-Unique, spacious,  Brand new and modern apartment. <br />-1300 sqft (120 m2) at the heart of Geneva",,https://a0.muscache.com/pictures/hosting/Hosting-1245097388088236480/original/6700198a-c66c-4aca-90f7-e606b13498e2.jpeg,,https://www.nocarz.pl/users/show/105856587,Rania,,"Geneva, Switzerland","I am a HW Engineer based in the Silicon Valley. Also, mom of Ian <3",,100%,82%,,https://a0.muscache.com/im/pictures/user/User/original/b6652456-818e-49d6-9cd3-83e74cfbfd64.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/b6652456-818e-49d6-9cd3-83e74cfbfd64.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Commune de Genève,,,6.13370843231678,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,,1,"[""Hot water kettle"", ""Bathtub"", ""Washer"", ""Wine glasses"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Dining table"", ""Hangers"", ""Iron"", ""Drying rack for clothing"", ""Smoke alarm"", ""Oven"", ""Fire extinguisher"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Children's playroom"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi"", ""Blender"", ""Central air conditioning""]",$229.00,2,365,2,,365,365,2.0,365.0,,t,,26,,,2024-12-29,7,7,1,2024-10-18,2024-11-30,5.0,5.0,4.57,5.0,5.0,4.86,4.57,,f,1,1,,0,
769635514697369313,https://www.nocarz.pl/rooms/769635514697369313,20241229042300,2024-12-29,,Room in 8th floor appartment with great view,,"In front of the Parc Trembley, one of Geneva's biggest parks, walking distance to United Nations and Hotel Intercontinental. Surrounded by parks, very green yet central location.",https://a0.muscache.com/pictures/2af49f58-ea59-418a-bfa1-2b14ab785f74.jpg,10253671,https://www.nocarz.pl/users/show/10253671,,,"Cessy, France",,within an hour,100%,100%,f,,https://a0.muscache.com/im/pictures/user/User-10253671/original/fdc57816-eaaa-4ce1-baf9-7e383c5e019e.jpeg?aki_policy=profile_x_medium,,2,,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.22094,,Private room in rental unit,Private room,,1.0,1 shared bath,1,1,"[""Hot tub"", ""Coffee maker: french press"", ""Long term stays allowed"", ""Bathtub"", ""Freezer"", ""Stainless steel single oven"", ""Washer"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Dedicated workspace"", ""High chair"", ""Bed linens"", ""Hangers"", ""Drying rack for clothing"", ""Smoke alarm"", ""Toaster"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Paid parking lot on premises \u2013 1 space"", ""Cleaning products"", ""Extra pillows and blankets"", ""Lake view"", ""Cooking basics"", ""Hot water"", ""TV"", ""Wifi""]",$66.00,30,365,30,30,1125,,30.0,1125.0,,,,0,0,202,,,0,0,,2023-04-15,,5.0,5.0,,,,,,,2,,2,0,0.05
30687441,https://www.nocarz.pl/rooms/30687441,,,,Appartement cosy en plein centre de Genève,"Comfortable accommodation, fully equipped, just 5 minutes walk from the Cornavin train station.",The neighborhood is quiet and very close to the center. You can walk in Geneva from the apartment without problem!,https://a0.muscache.com/pictures/cc40eb44-077b-4823-ab20-ceff9a0d865c.jpg,16462108,,Solen,2014-06-06,"Geneva, Switzerland","",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/16462108/profile_pic/1402348373/original.jpg?aki_policy=profile_small,,,1,1,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.20857,,Entire rental unit,Entire home/apt,3,,1 bath,1,,"[""Hair dryer"", ""Bathtub"", ""Stove"", ""Washer"", ""Outdoor furniture"", ""BBQ grill"", ""Smoking allowed"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Pets allowed"", ""Coffee maker"", ""Host greets you"", ""Patio or balcony"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Shampoo""]",,,1125,5,5,1125,1125,5.0,1125.0,,t,0,0,0,,2024-12-29,,0,0,2018-12-31,2021-05-09,5.0,5.0,4.57,5.0,5.0,5.0,,,f,1,1,0,0,
51937850,https://www.nocarz.pl/rooms/51937850,20241229042300,2024-12-29,previous scrape,Magnifique grand studio,,,https://a0.muscache.com/pictures/miso/Hosting-51937850/original/1a5a0c8d-51d2-49f7-9da1-bea625d7675a.jpeg,114720346,https://www.nocarz.pl/users/show/114720346,Charlotte,2017-02-03,"Geneva, Switzerland","",N/A,N/A,13%,,https://a0.muscache.com/im/pictures/user/03c04925-0b75-497b-87e7-aefe9b5b5246.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/03c04925-0b75-497b-87e7-aefe9b5b5246.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Commune de Genève,,46.20199,6.15692,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Wifi"", ""Hair dryer"", ""Kitchen""]",,1,200,15,15,200,200,15.0,200.0,,,0,,0,0,2024-12-29,7,1,0,,2024-10-04,,4.71,4.43,4.86,,4.86,4.86,,f,,1,,0,
,https://www.nocarz.pl/rooms/1088415166643261702,20241229042300,2024-12-29,city scrape,Appartement avec piscine,Spacious apartment in a quiet area. <br />Close to the highway and served by public transport <br />Parking place<br />Outdoor pool in summer<br /><br />Spacious flat in a quiet area. <br />Close to the motorway and served by public transport <br />Parking space<br />Outdoor swimming pool in summer,,https://a0.muscache.com/pictures/miso/Hosting-1088415166643261702/original/07b5a6ca-bcf7-42ae-b8c5-f5e460dacf20.jpeg,9934472,,Veronique,2013-11-11,"Geneva, Switzerland","",within a day,100%,,f,https://a0.muscache.com/im/pictures/user/User-9934472/original/47839031-2348-4e2a-a197-e4f3b90d12bc.jpeg?aki_policy=profile_small,,,1,1,"['email', 'phone']",t,,,,,,,Entire rental unit,,2,1.0,1 bath,1,,,$145.00,4,15,4,4,15,15,,15.0,,t,29,59,89,,2024-12-29,2,2,1,2024-05-15,2024-11-29,5.0,5.0,5.0,,5.0,5.0,5.0,,f,1,1,0,0,
1299958831391754570,https://www.nocarz.pl/rooms/1299958831391754570,20241229042300,2024-12-29,city scrape,Eaux-Vives Nest,"A super nice, peaceful flat at Rue des Eaux-Vives decorated with taste. A large living room; a fully equipped large kitchen (juicer, kitchen  robot, cooking utencils, dishwasher and washing machine); a nice large bedroom; a bathroom with a bathtub; 2 balconies and lots of light; an office with a small sofa convertible into a small bed. <br /><br />1 mn walk from the lake and 5 mn from the Xmass market. Super central, close to bus and tram stations and supermarkets. Centrally heated. Peaceful building.",,https://a0.muscache.com/pictures/miso/Hosting-1299958831391754570/original/5d141b9e-46ca-4930-86c3-dc1956763a39.jpeg,,https://www.nocarz.pl/users/show/118045862,Umut,2017-02-25,"Geneva, Switzerland","",within an hour,100%,33%,,https://a0.muscache.com/im/pictures/user/74fffe62-f7f0-49f3-9a66-1a0c756da235.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/74fffe62-f7f0-49f3-9a66-1a0c756da235.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,,,46.20233667534036,6.159547836575005,Entire rental unit,Entire home/apt,,1.0,1 bath,1,1,"[""Washer"", ""Dedicated workspace"", ""Wifi"", ""Exterior security cameras on property"", ""Kitchen""]",$115.00,3,100,,3,,100,,100.0,,t,0,0,5,,2024-12-29,,0,,,,,,,,,,,,f,1,1,0,0,
,,20241229042300,,city scrape,Furnished studio - 950000,"This studio is very well located 10 minutes on foot from Rive and Plainpalais. It is fully equipped and almost the price of the sum of an unfurnished studio, the charges and internet, but you enjoy the flexibility of a 3 month lease instead of one year minimum for unfurnished apartments.",,https://a0.muscache.com/pictures/miso/Hosting-1071638462471747459/original/64fd6469-172b-4216-a700-f661b3218765.jpeg,273734321,https://www.nocarz.pl/users/show/273734321,Homenhancement,2019-07-05,"Geneva, Switzerland","Nous gérons plus de 450 appartements à Genève et 60 appartements à Lausanne. 
Nous avons également des appartements à Bruxelles et Fribourg.
N'hésitez pas à nous contacter pour toute demande d'information complémentaire.
Nous sommes à votre service pour vous aider à trouver le parfait appartement pour votre séjour à Genève, Lausanne, Fribourg et Bruxelles.

La fameuse Equipe Réservations 
Sophie Gremaud
Homenhancement  SA",within an hour,88%,73%,f,https://a0.muscache.com/im/pictures/user/41b9e759-7a64-4bea-bad6-43fd63d43571.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/41b9e759-7a64-4bea-bad6-43fd63d43571.jpg?aki_policy=profile_x_medium,,375,377,"['email', 'phone', 'work_email']",t,,,Commune de Genève,,,6.15346,Entire rental unit,Entire home/apt,,1.0,1 bath,0,,"[""Essentials"", ""Paid washer \u2013 In building"", ""Iron"", ""Pets allowed"", ""Drying rack for clothing"", ""Clothing storage"", ""Smart lock"", ""Self check-in"", ""Hot water"", ""TV"", ""Wifi"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Bed linens""]",$115.00,4,,,4,999,,4.0,999.0,,,0,0,0,0,2024-12-29,0,0,0,,,,,,,,,,,t,,175,,,
1071658845799983722,https://www.nocarz.pl/rooms/1071658845799983722,20241229042300,2024-12-29,city scrape,Cosy one-bedroom flat - 250000,,,https://a0.muscache.com/pictures/miso/Hosting-1071658845799983722/original/8a36cfae-98fc-4eef-a93d-3fce7f4a272e.jpeg,273734321,https://www.nocarz.pl/users/show/273734321,Homenhancement,2019-07-05,"Geneva, Switzerland","Nous gérons plus de 450 appartements à Genève et 60 appartements à Lausanne. 
Nous avons également des appartements à Bruxelles et Fribourg.
N'hésitez pas à nous contacter pour toute demande d'information complémentaire.
Nous sommes à votre service pour vous aider à trouver le parfait appartement pour votre séjour à Genève, Lausanne, Fribourg et Bruxelles.

La fameuse Equipe Réservations 
Sophie Gremaud
Homenhancement  SA",within an hour,88%,73%,,https://a0.muscache.com/im/pictures/user/41b9e759-7a64-4bea-bad6-43fd63d43571.jpg?aki_policy=profile_small,,,375,,"['email', 'phone', 'work_email']",t,,,Commune de Genève,,46.1941,6.15454,Entire rental unit,Entire home/apt,2,,1 bath,1,1,"[""Essentials"", ""Paid washer \u2013 In building"", ""Iron"", ""Pets allowed"", ""Drying rack for clothing"", ""Clothing storage"", ""Smart lock"", ""Self check-in"", ""Hot water"", ""TV"", ""Wifi"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Bed linens""]",$180.00,,365,4,4,999,999,,999.0,,,0,0,,0,2024-12-29,0,0,0,,,,,,,,,,,,,175,0,0,
34464833,https://www.nocarz.pl/rooms/34464833,20241229042300,2024-12-29,,2 bedroom spacious apartment @City Centre Geneva,"Modern apartment in the center of Geneva with mountain view. Spacious with two bedrooms, bathroom and separate toilet. <br /><br />Fully-furnished; suitable for long stays with high speed internet including washer-drier & fully equipped kitchen. <br /><br />The lake, river & train stations are all 2/3 mins walk away, many eating places nearby & a big shopping centre right in front of the building. <br /><br />All major bus & tram lines right below the building connecting to the airport, or the UN, or Eaux-Vives, or Carouge.",Accessible to all parts of the city through direct buses and trams right below the building. 2mins walk from the train station and the river and the Geneva Lake,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzQ0NjQ4MzM%3D/original/a009f93c-7f48-4670-bdd8-b10f536934f0.jpeg,260162231,https://www.nocarz.pl/users/show/260162231,,,"Geneva, Switzerland",I live and work in Geneva in an international organization for health sector development.,,N/A,71%,,https://a0.muscache.com/im/pictures/user/de83717d-e3f1-4563-b554-5997cd68fc6c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/de83717d-e3f1-4563-b554-5997cd68fc6c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",,t,"Genève, Switzerland",Commune de Genève,,46.2069,6.14306,Entire rental unit,Entire home/apt,5,,1.5 baths,2,,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Lake access"", ""Bathtub"", ""Freezer"", ""Laundromat nearby"", ""Wine glasses"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""HDTV with Netflix"", ""Bikes"", ""Baking sheet"", ""Elevator"", ""Pets allowed"", ""Shower gel"", ""Dining table"", ""Paid parking lot off premises"", ""Coffee"", ""Clothing storage: closet and wardrobe"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Lockbox"", ""Iron"", ""Mountain view"", ""Drying rack for clothing"", ""City skyline view"", ""Oven"", ""Toaster"", ""Stainless steel electric stove"", ""Host greets you"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Board games"", ""Coffee maker: pour-over coffee"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Bio body soap"", ""Arcade games"", ""Mini fridge"", ""Single level home"", ""Cooking basics"", ""Hot water"", ""Cleaning available during stay"", ""Wifi"", ""Self check-in"", ""Room-darkening shades""]",,4,1125,4,4,1125,1125,4.0,,,t,0,0,0,0,2024-12-29,62,4,0,2019-06-16,2024-03-22,,4.69,4.63,4.68,4.89,,4.47,,f,,,0,0,0.92
51503263,https://www.nocarz.pl/rooms/51503263,,,city scrape,Chambre à louer,"Discover the large park of buildings in the old town, low streets and our beautiful lakefront .",Shops. Tram restaurants to downtown  bastions  university theater,https://a0.muscache.com/pictures/39cd649e-aa22-41a2-a97f-16be00b20ebd.jpg,17237627,https://www.nocarz.pl/users/show/17237627,Fatima,2014-06-25,"Geneva, Switzerland","",,N/A,100%,f,https://a0.muscache.com/im/pictures/user/User-17237627/original/bd45e372-809a-4ad1-82f7-129056b64ea5.jpeg?aki_policy=profile_small,,,1,6,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.19039,6.14981,Private room in bed and breakfast,Private room,1,,1 shared bath,1,,"[""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Laundromat nearby"", ""Wine glasses"", ""Trash compactor"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Essentials"", ""Elevator"", ""Dining table"", ""Clothing storage: closet and wardrobe"", ""Dedicated workspace"", ""Ethernet connection"", ""Bed linens"", ""Hangers"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Oven"", ""Lock on bedroom door"", ""Refrigerator"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Beach access \u2013 Beachfront"", ""Self check-in"", ""Room-darkening shades""]",$80.00,3,1125,3,,1125,1125,3.0,1125.0,,t,30,60,90,180,2024-12-29,10,3,,2021-10-18,2024-10-01,4.6,4.5,4.5,,4.5,4.5,4.3,,t,1,,,,0.26
2577285,https://www.nocarz.pl/rooms/2577285,,2024-12-29,city scrape,"CHARMING, LARGE, CLEAN 3br, Central, by the River","In Geneva city center, just by the river Rhone, LARGE, charming and very comfortable apartment. <br /><br />THREE bedrooms (1 w/queen and 2 w/single beds) all for my guests. One full bathroom with bathtub, sink and toilet; one shower-room with access from the master bedroom, and a 1/2 bathroom with toilet and sink.<br /><br />Super clean, modern, comfortable, bright, quiet and fully equipped with all facilities (high-speed WIFI, TV, dishwasher, washing machine, etc.).",The neighborhood is lively and super central. Cannot be more convenient to any leisure and professional destination in the city.,https://a0.muscache.com/pictures/41288615/e8c0a1d8_original.jpg,10012541,,Boris,2013-11-14,"Geneva, Switzerland","I work for the United Nations, I am a passionate skier.",,100%,,,https://a0.muscache.com/im/users/10012541/profile_pic/1402010449/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10012541/profile_pic/1402010449/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Geneva, Switzerland",Commune de Genève,,,6.13651,,Entire home/apt,,,2 baths,3,3,"[""Hair dryer"", ""Hot water kettle"", ""Lake access"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Dining table"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Stainless steel oven"", ""Body soap"", ""Refrigerator"", ""Free washer"", ""Dishwasher"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",$120.00,2,,2,2,,,2.0,1125.0,,,,0,0,58,2024-12-29,67,,0,2014-06-25,,4.87,4.87,4.84,4.96,4.98,4.7,4.82,,,1,1,0,0,0.52
943332344308527209,https://www.nocarz.pl/rooms/943332344308527209,20241229042300,2024-12-29,city scrape,,"Newly renovated and spacious top floor studio apartment in Versoix. Fully furnished with a kitchen and washing machine. Living area ca. 40m2 with large terrace and view of the forest. Access to garden with BBQ possible. <br />Excellent public transport connections to Geneva (UN district, downtown airport). 5-8 min walk to buses 54 and 50. 17-min walk to Versoix train station. <br />Parking extra fee: 10chf/day, 50chf/week, 100chf/month<br />Mattress for 3rd guest available on request, extra fee 25chf/day",peaceful residential neighbourhood surrounded by a forest,https://a0.muscache.com/pictures/miso/Hosting-943332344308527209/original/fd31f3d2-dead-4960-863a-bbad9a84a82c.jpeg,127973055,,Rashid,2017-04-28,"Versoix, Switzerland","Hello!
We are Nasira and Rashid!",within a few hours,100%,86%,t,https://a0.muscache.com/im/pictures/user/User-127973055/original/8fab41fd-505f-4ee6-ad10-f4b463f12b71.jpeg?aki_policy=profile_small,,,,1,['phone'],t,t,"Versoix, Genève, Switzerland",Versoix,,,6.15977,,Entire home/apt,,1.0,1 bath,1,1,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Lake access"", ""Freezer"", ""Paid parking on premises \u2013 1 space"", ""Stove"", ""Wine glasses"", ""Outdoor furniture"", ""Mosquito net"", ""Private entrance"", ""BBQ grill"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Essentials"", ""Garden view"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Dining table"", ""Coffee"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Iron"", ""Drying rack for clothing"", ""Stainless steel oven"", ""Clothing storage"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Outdoor playground"", ""Host greets you"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Shared beach access"", ""Microwave"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",$100.00,1,365,1,1,365,365,1.0,,,t,0,10,40,40,2024-12-29,15,9,,2023-08-13,,,4.87,4.87,5.0,,,4.87,,,,1,0,0,
984201267894104735,https://www.nocarz.pl/rooms/984201267894104735,20241229042300,2024-12-29,previous scrape,Nice 1BR apartment in the Genève-EauxVives area,"This unique accommodation is located in front of the new train station ""Gare des Eaux-Vives"".<br />Second floor with elevator.<br />Tram 12 and 17 at the foot of the building.<br />The apartment have a fully furnished kitchen and a sunny balcony.<br />Queen size bed, Strong WIFI and Apple TV.<br />Ok for long stays (It is not allowed to put your name on the mailbox for domiciliation purposes or any other administrative procedure)<br />Self check-in",,https://a0.muscache.com/pictures/hosting/Hosting-984201267894104735/original/0d766102-4c05-420e-8133-726ee4be0889.jpeg,,https://www.nocarz.pl/users/show/23599590,Fabrizio,2014-11-11,"Geneva, Switzerland","Hi, I'm Fabrizio !

I grew up in Geneva and have been living here for most of my life

I try to provide the best accommodation with kindness and respect

I would be happy to have you as my guest and ensure that you have a great stay",within an hour,100%,91%,t,,https://a0.muscache.com/im/pictures/user/User-23599590/original/6e29dbd2-8952-4b52-9b83-563be7dbdd2b.jpeg?aki_policy=profile_x_medium,,5,6,"['email', 'phone']",t,t,,Commune de Genève,,,6.16262,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Paid parking garage off premises"", ""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Stove"", ""Washer"", ""Wine glasses"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Shower gel"", ""Dining table"", ""Dedicated workspace"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Oven"", ""Body soap"", ""Clothing storage: closet, wardrobe, and dresser"", ""Refrigerator"", ""Cleaning products"", ""Cleaning available during stay"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi"", ""Self check-in"", ""Room-darkening shades""]",,30,365,30,30,,365,30.0,365.0,,t,0,0,0,29,2024-12-29,,,0,2023-10-29,2024-03-08,,4.88,,5.0,,,4.88,,f,,5,0,0,0.56
1231603820647409624,https://www.nocarz.pl/rooms/1231603820647409624,,2024-12-29,,"Spacious flat by lake, Paquis",,,https://a0.muscache.com/pictures/hosting/Hosting-1231603820647409624/original/996f2c78-3fe5-4b50-af2e-472b3879216d.jpeg,5801419,https://www.nocarz.pl/users/show/5801419,Kirsty,2013-04-06,"London, United Kingdom","",within a few hours,,100%,,https://a0.muscache.com/im/pictures/user/219e4da0-6c70-4a5f-bcba-1834fdbeac26.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/219e4da0-6c70-4a5f-bcba-1834fdbeac26.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Commune de Genève,,46.21257,6.14467,,Entire home/apt,,1.0,,2,2,"[""Conditioner"", ""Bathtub"", ""Washer"", ""Wine glasses"", ""Kitchen"", ""Essentials"", ""Shower gel"", ""Dining table"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""Clothing storage"", ""Body soap"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Shampoo"", ""Wifi""]",$155.00,3,365,3,,365,365,3.0,,,t,15,35,43,242,,0,0,0,,,,,,,,,,,f,1,,0,0,
11854621,,,2024-12-29,city scrape,Chambre avec terrasse - Maison rustique et jardin,,In the municipality of Petit Lancy /200 meters from shops and trams and buses leading to the city and to the airport,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE4NTQ2MjE%3D/original/f3266e36-3120-4281-afa6-bbcdcc2280e5.jpeg,9785768,https://www.nocarz.pl/users/show/9785768,,2013-11-03,"Lancy, Switzerland","",within a day,85%,72%,t,,https://a0.muscache.com/im/pictures/user/User-9785768/original/0cbc24c0-66b5-43fb-b141-1d77edb153cd.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Petit-Lancy, Genève, Switzerland",Lancy,,46.18721389770508,6.113607883453369,Private room in home,Private room,,1.0,1 shared bath,1,1,"[""Hair dryer"", ""Long term stays allowed"", ""Stove"", ""Washer"", ""Breakfast"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Smoking allowed"", ""Essentials"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Oven"", ""Host greets you"", ""Patio or balcony"", ""Lock on bedroom door"", ""Refrigerator"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Heating"", ""Backyard"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi""]",$66.00,1,1125,1,,1125,1125,1.0,1125.0,,,,39,67,,2024-12-29,,32,,,2024-10-02,4.8,,,4.87,4.93,,,,f,3,0,3,0,0.52
